Ticker,DateKey,month_end_close,monthly_high,monthly_low,total_volume,monthly_return
CSX,201703,46.55,50.31,45.41,216153384,-4.139209225700175
CSX,201704,50.84,51.66,46.04,149494777,9.215896885069832
CSX,201705,54.17,54.43,48.7702,164345983,6.549960660896928
CSX,201706,54.56,55.06,51.76,165083328,0.7199556950341528
CSX,201707,49.34,55.4791,48.86,177440327,-9.567448680351903
CSX,201708,50.2,51.38,47.99,150515973,1.7430077016619365
CSX,201709,54.26,54.295,48.69,112564114,8.08764940239043
CSX,201710,50.43,54.99,50.39,133710434,-7.058606708440837
CSX,201711,55.75,56.17,48.255,119905750,10.549276224469564
CSX,201712,55.01,58.35,51.5,203374855,-1.3273542600896897
CSX,201801,56.77,60.04,55.02,144953131,3.1994182875840846
CSX,201802,52.97,57.1,50.12,39485053,-6.693676237449364
CTAS,201302,43.9,45.29,42.74,9780816,
CTAS,201303,44.13,45.9369,42.11,12582505,0.5239179954442005
CTAS,201304,44.87,45.94,42.35,9480600,1.6768638114661112
CTAS,201305,45.655,46.27,44.17,9059260,1.7494985513706345
CTAS,201306,45.54,46.5,44.55,8516423,-0.2518891687657474
CTAS,201307,47.51,48.17,45.46,10365400,4.3258673693456275
CTAS,201308,47.76,49.42,47.68,10010096,0.5262050094716901
CTAS,201309,51.2,52.21,47.64,10394377,7.202680067001685
CTAS,201310,53.77,54.38,49.77,14823499,5.019531250000001
CTAS,201311,55.5,57.99,52.27,7533741,3.217407476287887
CTAS,201312,59.59,59.73,53.83,13046994,7.369369369369376
CTAS,201401,57.07,60.93,56.49,12749801,-4.228897466017793
CTAS,201402,60.66,63.28,55.35,15367270,6.290520413527241
CTAS,201403,59.61,62.0,58.47,12082325,-1.7309594460929727
CTAS,201404,58.93,60.43,55.65,11972233,-1.1407481966113064
CTAS,201405,62.12,62.26,58.25,12050380,5.41320210419141
CTAS,201406,63.54,64.32,61.7,9798306,2.285898261429494
CTAS,201407,62.6,64.91,62.215,9017722,-1.4793830657853284
CTAS,201408,66.14,66.5,62.241,10422717,5.654952076677315
CTAS,201409,70.59,71.61,65.79,11160669,6.728152403991537
CTAS,201410,73.24,73.95,66.75,18262846,3.7540728148462836
CTAS,201411,73.15,73.86,70.0,12668381,-0.12288367012559967
CTAS,201412,78.44,80.35,70.61,17335415,7.231715652768273
CTAS,201501,78.7,80.93,75.9,19668391,0.33146353901071535
CTAS,201502,83.48,84.18,77.96,9221501,6.073697585768743
CTAS,201503,81.63,88.23,80.76,15561612,-2.216099664590331
CTAS,201504,79.95,82.82,79.51,12980846,-2.058066887173824
CTAS,201505,86.09,86.83,80.19,11381233,7.679799874921827
CTAS,201506,84.59,87.986,83.87,12254402,-1.7423626437449182
CTAS,201507,85.5,87.29,83.4301,11821624,1.0757772786381328
CTAS,201508,84.99,89.74,78.0,12782016,-0.5964912280701814
CTAS,201509,85.75,89.73,82.71,15646125,0.8942228497470351
CTAS,201510,93.09,94.348,83.48,14073287,8.559766763848401
CTAS,201511,91.59,94.04,88.3,13029685,-1.6113438607798902
CTAS,201512,91.05,93.64,88.46,11819993,-0.5895840157222473
CTAS,201601,85.92,89.83,80.0,14287306,-5.6342668863261895
CTAS,201602,83.99,87.0,80.22,12749513,-2.246275605214161
CTAS,201603,89.81,91.3,84.315,15370909,6.929396356709142
CTAS,201604,89.78,91.38,87.27,13554172,-0.033403852577665226
CTAS,201605,94.8,95.49,89.31,16666193,5.591445756293156
CTAS,201606,98.13,98.15,91.24,11530863,3.5126582278481
CTAS,201607,107.27,109.11,96.96,15796170,9.314175073881586
CTAS,201608,117.51,117.69,105.705,15605243,9.546005406917134
CTAS,201609,112.6,119.94,111.09,16502716,-4.178367798485244
CTAS,201610,106.67,113.8989,105.29,11864316,-5.26642984014209
CTAS,201611,114.6,116.59,102.0701,13908563,7.434142683041148
CTAS,201612,115.56,122.21,113.0,17726686,0.837696335078541
CTAS,201701,116.11,117.95,112.96,10823934,0.4759432329525763
CTAS,201702,118.01,119.51,113.79,10041255,1.6363792954956558
CTAS,201703,126.54,128.85,117.21,14740074,7.228200999915262
CTAS,201704,122.47,126.97,121.48,9162274,-3.216374269005853
CTAS,201705,125.88,125.94,119.54,10854614,2.7843553523311804
CTAS,201706,126.04,131.41,123.0,9176649,0.12710517953607467
CTAS,201707,134.85,139.39,123.42,12391891,6.9898444938114785
CTAS,201708,135.01,139.74,130.09,12000833,0.1186503522432307
CTAS,201709,144.28,145.0,131.75,13048943,6.866158062365758
CTAS,201710,149.04,152.83,144.03,11076912,3.2991405600221726
CTAS,201711,157.44,157.81,144.4,12484597,5.636070853462162
CTAS,201712,155.83,163.45,153.01,13227629,-1.0226117886178767
CTAS,201801,168.45,169.96,155.94,11321704,8.09856895334658
CTAS,201802,156.6,168.33,151.92,3539549,-7.034728406055206
CTL,201302,34.67,42.01,32.05,228065881,
CTL,201303,35.13,35.84,34.0,115897920,1.3267955004326533
CTL,201304,37.57,37.9,34.66,111083011,6.945630515229142
CTL,201305,34.15,38.4,34.13,143838408,-9.103007718924678
CTL,201306,35.35,36.59,33.83,104976866,3.5139092240117216
CTL,201307,35.85,36.489,34.9,82147971,1.4144271570014144
CTL,201308,33.12,36.45,32.26,135429487,-7.615062761506287
CTL,201309,31.38,33.34,31.21,98988931,-5.2536231884057925
CTL,201310,33.86,34.18,31.01,98624211,7.903123008285534
CTL,201311,30.7,34.0621,30.54,105111297,-9.332545776727704
CTL,201312,31.85,32.1,29.93,126335224,3.745928338762222
CTL,201401,28.86,31.82,28.31,117302442,-9.387755102040822
CTL,201402,31.26,31.48,27.93,115808299,8.316008316008324
CTL,201403,32.84,32.98,30.34,111700744,5.054382597568783
CTL,201404,34.91,34.93,32.45,99333541,6.303288672350771
CTL,201405,37.67,40.15,34.425,121628691,7.906044113434561
CTL,201406,36.2,38.1,35.69,72021255,-3.9023095301300734
CTL,201407,39.24,45.67,35.7,124400309,8.397790055248617
CTL,201408,40.99,41.69,38.25,74963532,4.45973496432212
CTL,201409,40.89,41.497,39.45,80920654,-0.24396194193706125
CTL,201410,41.48,41.99,37.64,66334169,1.4428955734898419
CTL,201411,40.77,41.97,38.333,60656346,-1.711668273866909
CTL,201412,39.58,41.5,37.56,63163477,-2.9188128525876986
CTL,201501,37.17,40.04,36.81,67655729,-6.088933804951988
CTL,201502,37.86,40.59,36.21,109950834,1.856335754640833
CTL,201503,34.55,38.33,34.04,107477410,-8.742736397253044
CTL,201504,35.96,37.0,34.425,75165606,4.081041968162094
CTL,201505,33.24,36.39,33.01,84534517,-7.563959955506115
CTL,201506,29.38,33.37,29.28,121242458,-11.612515042117938
CTL,201507,28.6,31.13,27.5,118047473,-2.6548672566371603
CTL,201508,27.04,29.03,24.81,129148437,-5.454545454545462
CTL,201509,25.12,27.52,24.285,128366607,-7.100591715976325
CTL,201510,28.21,28.39,24.11,85643467,12.300955414012737
CTL,201511,26.93,29.37,26.89,85704146,-4.5373980857851866
CTL,201512,25.16,27.2,24.21,112630761,-6.572595618269586
CTL,201601,25.42,25.43,21.94,113296846,1.0333863275039807
CTL,201602,30.59,30.82,24.5,143774565,20.33831628638866
CTL,201603,31.96,32.49,30.33,116045075,4.4785877737822855
CTL,201604,30.95,32.94,30.95,85254303,-3.160200250312896
CTL,201605,27.12,31.5,26.35,127187500,-12.374798061389331
CTL,201606,29.01,29.03,26.56,123195817,6.969026548672569
CTL,201607,31.44,31.56,28.6401,84009834,8.376421923474663
CTL,201608,27.8,31.44,27.72,102050000,-11.57760814249364
CTL,201609,27.43,28.94,26.51,85897365,-1.3309352517985646
CTL,201610,26.58,33.45,26.45,198249654,-3.098796937659502
CTL,201611,23.52,26.5,22.86,296613195,-11.512415349887128
CTL,201612,23.78,24.49,23.235,154060980,1.105442176870755
CTL,201701,25.86,26.165,24.26,143935311,8.746846089150539
CTL,201702,24.26,26.29,24.01,135452427,-6.187161639597826
CTL,201703,23.57,24.15,22.33,215465969,-2.8441879637263034
CTL,201704,25.67,26.07,23.325,181229651,8.909630886720413
CTL,201705,24.95,26.0,23.05,224113742,-2.8048305414881276
CTL,201706,23.88,27.61,23.88,268067395,-4.288577154308618
CTL,201707,23.27,24.14,22.26,154162800,-2.554438860971522
CTL,201708,19.72,23.78,18.41,259736586,-15.255694026643752
CTL,201709,18.9,20.21,18.17,186821194,-4.15821501014199
CTL,201710,18.99,20.55,17.065,317178850,0.47619047619047544
CTL,201711,14.59,19.05,13.161,367168796,-23.170089520800417
CTL,201712,16.68,17.95,13.81,359388281,14.324880054832075
CTL,201801,17.81,18.29,16.35,245626708,6.774580335731409
CTL,201802,17.06,18.28,16.31,57456219,-4.211117349803482
CTSH,201302,38.385,39.615,37.5625,45806138,
CTSH,201303,38.3105,40.54,37.015,73512866,-0.19408623160088695
CTSH,201304,32.4,38.945,30.645,199214722,-15.42788530559507
CTSH,201305,32.325,34.365,30.945,214469004,-0.23148148148146833
CTSH,201306,31.32,33.33,30.46,125783428,-3.1090487238979194
CTSH,201307,36.195,37.46,31.57,115587270,15.56513409961686
CTSH,201308,36.65,38.04,35.0,97044714,1.2570797071418658
CTSH,201309,41.06,42.085,36.7875,90833586,12.032742155525249
CTSH,201310,43.465,45.005,40.62,95561642,5.857282026302974
CTSH,201311,46.945,47.875,43.07,72923406,8.006441964799256
CTSH,201312,50.49,50.565,46.2951,59080232,7.551389924379596
CTSH,201401,48.455,50.81,47.715,89403314,-4.030501089324626
CTSH,201402,52.03,52.65,44.955,78119456,7.377979568671971
CTSH,201403,50.6,54.0,47.42,83992345,-2.7484143763213527
CTSH,201404,47.905,53.4,47.27,71851512,-5.326086956521739
CTSH,201405,48.61,49.665,45.73,79026409,1.471662665692513
CTSH,201406,48.91,50.31,46.78,72371529,0.6171569635877333
CTSH,201407,49.05,51.38,48.54,71887578,0.2862400327131478
CTSH,201408,45.73,50.62,41.51,147014008,-6.768603465851173
CTSH,201409,44.77,46.5,44.01,114882166,-2.0992783730592475
CTSH,201410,48.85,49.11,42.94,116670185,9.113245476881836
CTSH,201411,53.99,54.55,48.4,84919669,10.522006141248722
CTSH,201412,52.66,54.89,50.1701,82917917,-2.4634191516947683
CTSH,201501,54.13,56.62,50.71,83977172,2.791492593999252
CTSH,201502,62.485,63.15,53.33,83972723,15.435063735451685
CTSH,201503,62.39,64.69,60.29,75608956,-0.15203648875729994
CTSH,201504,58.54,63.23,58.38,64057679,-6.1708607148581525
CTSH,201505,64.72,65.58,58.35,70464007,10.556884181756065
CTSH,201506,61.09,65.96,60.7779,63939414,-5.608776266996285
CTSH,201507,63.1,63.67,57.69,67311442,3.290227533147811
CTSH,201508,62.94,69.35,57.5,89414064,-0.25356576862124197
CTSH,201509,62.61,64.0,59.91,69092402,-0.5243088655862699
CTSH,201510,68.11,69.8,61.27,68695536,8.78453921098866
CTSH,201511,64.58,69.23,63.27,66787289,-5.182792541477024
CTSH,201512,60.02,65.25,58.145,80118220,-7.061009600495502
CTSH,201601,63.31,63.43,55.534,107943428,5.481506164611794
CTSH,201602,56.98,62.9999,51.22,104548246,-9.99842047069974
CTSH,201603,62.7,63.02,54.65,94674108,10.038610038610049
CTSH,201604,58.37,63.19,57.78,70541862,-6.90590111642744
CTSH,201605,61.44,63.23,56.21,84635537,5.25955113928388
CTSH,201606,57.24,62.71,55.165,96683378,-6.835937499999993
CTSH,201607,57.49,59.41,55.415,77171896,0.4367575122292103
CTSH,201608,57.44,60.47,56.32,90585123,-0.0869716472430062
CTSH,201609,47.71,59.0,45.44,148668830,-16.939415041782723
CTSH,201610,51.35,51.98,48.5,115999472,7.629427792915533
CTSH,201611,55.08,58.5,51.1203,198005512,7.263875365141182
CTSH,201612,56.03,57.205,53.7522,93893775,1.7247639796659455
CTSH,201701,52.59,58.0,51.52,100161036,-6.139568088524001
CTSH,201702,59.27,59.67,51.58,133207878,12.702034607339796
CTSH,201703,59.52,60.39,57.0,95570781,0.42179854901299135
CTSH,201704,60.23,60.4,57.5,75775294,1.1928763440860108
CTSH,201705,66.91,67.13,60.16,96212213,11.090818528972273
CTSH,201706,66.4,68.18,65.59,94090941,-0.7622179046480211
CTSH,201707,69.32,70.49,66.05,56491151,4.397590361445764
CTSH,201708,70.77,72.07,67.72,77967907,2.0917484131563806
CTSH,201709,72.54,73.0,69.88,51992732,2.501059771089459
CTSH,201710,75.67,76.51,72.22,60416496,4.314860766473664
CTSH,201711,72.28,75.77,70.53,76183644,-4.479978855557024
CTSH,201712,71.02,73.86,69.69,77789740,-1.7432208079690166
CTSH,201801,77.98,78.95,70.54,71925328,9.800056322162783
CTSH,201802,76.52,79.28,71.95,26337054,-1.8722749422929057
CTXS,201302,70.9,74.1,70.0,23961445,
CTXS,201303,72.15,75.5,69.8,32714988,1.7630465444287726
CTXS,201304,62.16,72.65,61.5,57061376,-13.846153846153857
CTXS,201305,64.38,67.8,61.6,43498329,3.57142857142857
CTXS,201306,60.36,64.75,58.0,42340073,-6.244175209692445
CTXS,201307,72.02,72.25,60.5,52255592,19.317428760768713
CTXS,201308,70.77,74.06,69.85,28822812,-1.7356289919466816
CTXS,201309,70.61,77.16,69.4,25835952,-0.22608449908152695
CTXS,201310,56.78,71.74,55.42,86489009,-19.586460841240616
CTXS,201311,59.32,61.64,54.52,73689703,4.473406128918632
CTXS,201312,63.25,63.44,56.9,36217845,6.62508428860418
CTXS,201401,54.07,63.2,51.18,83164854,-14.51383399209486
CTXS,201402,60.05,61.1099,52.02,68696364,11.05973737747364
CTXS,201403,57.44,62.92,56.85,55893186,-4.346378018318068
CTXS,201404,59.31,62.25,53.86,69981703,3.2555710306406764
CTXS,201405,61.97,62.44,58.34,68030747,4.48490979598718
CTXS,201406,62.55,65.72,60.3,60069716,0.9359367435856032
CTXS,201407,67.73,70.25,61.83,59281600,8.281374900079948
CTXS,201408,70.26,70.685,66.9,36258475,3.735420050199322
CTXS,201409,71.34,72.89,69.97,35815773,1.5371477369769402
CTXS,201410,64.23,71.19,60.3,68866758,-9.966358284272497
CTXS,201411,66.31,67.18,63.98,26603536,3.238362136073483
CTXS,201412,63.8,66.74,59.39,32465699,-3.7852510933494266
CTXS,201501,59.26,64.595,56.47,40194839,-7.115987460815046
CTXS,201502,63.675,64.99,58.18,24092191,7.450219372257845
CTXS,201503,63.87,64.35,59.0,26035121,0.3062426383981159
CTXS,201504,67.16,69.23,60.85,47203821,5.151088147800218
CTXS,201505,65.01,67.9,64.59,30708544,-3.201310303752221
CTXS,201506,70.16,73.12,64.21,56193779,7.921858175665268
CTXS,201507,75.61,76.7,67.0347,31411006,7.767958950969217
CTXS,201508,68.11,78.42,66.15,42887289,-9.919322840894061
CTXS,201509,69.28,74.6699,65.105,47097282,1.7178094259286472
CTXS,201510,82.1,84.17,68.5,41708279,18.50461893764433
CTXS,201511,76.67,83.15,70.34,43869829,-6.613885505481113
CTXS,201512,75.65,79.81,73.17,34349142,-1.3303769401330325
CTXS,201601,70.46,75.99,63.51,41837914,-6.860541969596842
CTXS,201602,70.65,71.98,60.91,40117401,0.2696565427192903
CTXS,201603,78.58,79.16,70.98,31286508,11.224345364472741
CTXS,201604,81.84,90.0,76.77,37629179,4.148638330363967
CTXS,201605,84.92,86.0,79.59,25810953,3.7634408602150518
CTXS,201606,80.09,88.4535,76.25,32133239,-5.68770607630711
CTXS,201607,89.13,89.5,78.57,29845840,11.287301785491312
CTXS,201608,87.2,89.48,83.36,30301899,-2.165376416470316
CTXS,201609,85.22,87.98,80.6,22072891,-2.270642201834867
CTXS,201610,84.8,89.84,81.36,32153065,-0.49284205585543495
CTXS,201611,86.73,88.56,82.33,21394547,2.275943396226423
CTXS,201612,89.31,92.4,84.435,22771746,2.9747492217225853
CTXS,201701,91.19,95.9,88.59,34519143,2.1050274325383445
CTXS,201702,78.95,81.1,70.24,53523953,-13.422524399605216
CTXS,201703,83.39,87.99,78.49,48880537,5.62381253958201
CTXS,201704,80.94,84.82,80.1,28936916,-2.9380021585322016
CTXS,201705,82.54,87.95,81.01,37169927,1.9767729182110312
CTXS,201706,79.58,84.01,77.223,31010239,-3.586140053307497
CTXS,201707,78.98,83.0,77.1,21871008,-0.7539582809751122
CTXS,201708,78.21,79.67,73.3346,35032851,-0.9749303621170045
CTXS,201709,76.82,78.68,75.01,27867675,-1.7772663342283606
CTXS,201710,82.61,83.9796,77.5,36921993,7.5370997136162545
CTXS,201711,87.63,88.08,81.11,35913370,6.0767461566396275
CTXS,201712,88.0,88.98,86.04,30431798,0.4222298299669115
CTXS,201801,92.76,95.0,88.16,27682763,5.4090909090909145
CTXS,201802,87.6,94.5,87.05,11933892,-5.562742561448912
CVS,201302,51.12,52.77,50.2119,72415132,
CVS,201303,54.99,56.069,50.88,125881087,7.570422535211277
CVS,201304,58.18,58.5,53.94,123139933,5.801054737224946
CVS,201305,57.58,60.7,57.2,116774680,-1.031282227569614
CVS,201306,57.18,60.335,55.66,100924372,-0.6946856547412271
CVS,201307,61.49,62.36,57.32,77438211,7.53760055963624
CVS,201308,58.05,62.22,57.07,109215222,-5.594405594405602
CVS,201309,56.75,61.325,56.675,110410878,-2.2394487510766536
CVS,201310,62.26,62.905,56.32,143539587,9.709251101321582
CVS,201311,66.96,67.64,61.925,100172545,7.548988114359132
CVS,201312,71.57,71.99,65.45,110881771,6.884707287933094
CVS,201401,67.72,71.37,66.07,119359192,-5.3793488891993775
CVS,201402,73.14,73.62,64.95,125510244,8.003544004725342
CVS,201403,74.86,76.36,72.05,117061846,2.3516543614984946
CVS,201404,72.72,76.0,72.37,116835222,-2.8586695164306715
CVS,201405,78.32,78.49,72.43,91930571,7.700770077007693
CVS,201406,75.37,79.43,74.64,79744338,-3.766598569969342
CVS,201407,76.36,79.21,75.42,67775034,1.3135199681570848
CVS,201408,79.45,79.82,74.69,77044917,4.046621267679418
CVS,201409,79.59,82.57,79.22,80180443,0.1762114537444941
CVS,201410,85.81,89.8,77.4,123766164,7.815052142228922
CVS,201411,91.36,92.0,83.61,75257495,6.467777648292736
CVS,201412,96.31,98.62,88.945,100068116,5.4181260945709315
CVS,201501,98.16,101.59,93.68,97915463,1.9208804900840974
CVS,201502,103.87,104.52,97.06,89158525,5.817033414832934
CVS,201503,103.21,105.4599,101.5,95690945,-0.6354096466737371
CVS,201504,99.29,104.45,99.01,100789260,-3.798081581242116
CVS,201505,102.38,104.93,97.87,81061537,3.112095880753338
CVS,201506,104.88,106.88,99.14,98006491,2.441883180308654
CVS,201507,112.47,113.65,103.63,83710362,7.236842105263161
CVS,201508,102.4,113.58,81.37,117301440,-8.95349871076731
CVS,201509,96.48,103.59,94.54,101016442,-5.781250000000002
CVS,201510,98.78,106.0,95.03,129424770,2.3839137645107766
CVS,201511,94.09,101.08,90.1,111665445,-4.747924681109534
CVS,201512,97.77,99.6,92.37,116295748,3.9111488999893638
CVS,201601,96.59,97.15,92.35,106641516,-1.2069141863557253
CVS,201602,97.17,98.79,86.5,117685942,0.6004762397763725
CVS,201603,103.73,104.4,97.58,89201116,6.751054852320677
CVS,201604,100.5,105.0,99.87,75277677,-3.1138532729200845
CVS,201605,96.45,106.67,96.2,113242612,-4.029850746268654
CVS,201606,95.74,98.67,91.75,128165196,-0.7361327112493602
CVS,201607,92.72,98.24,92.16,84681419,-3.1543764361813205
CVS,201608,93.4,98.656,92.25,107359173,0.7333908541846493
CVS,201609,88.99,94.2,88.1,116803080,-4.721627408993587
CVS,201610,84.1,88.92,82.55,134075441,-5.494999438139118
CVS,201611,76.89,84.89,69.3,239373932,-8.573127229488698
CVS,201612,78.91,81.24,76.11,157498422,2.62712966575627
CVS,201701,78.81,84.72,77.03,139764265,-0.12672665061461705
CVS,201702,80.58,81.86,74.05,145440432,2.2459078797106917
CVS,201703,78.5,81.69,77.57,145711535,-2.5812856788284915
CVS,201704,82.44,82.895,76.555,119165784,5.019108280254774
CVS,201705,76.83,83.3,75.685,145831368,-6.804949053857351
CVS,201706,80.46,82.15,75.46,152676886,4.724716907458018
CVS,201707,79.93,81.34,76.48,91104206,-0.6587124036788304
CVS,201708,77.34,80.3,74.59,112699844,-3.240335293381713
CVS,201709,81.32,84.0,77.3,104253500,5.146108094129803
CVS,201710,68.53,81.61,68.01,208674924,-15.727988194786022
CVS,201711,76.6,77.79,66.45,177499948,11.77586458485334
CVS,201712,72.5,76.59,69.52,221044411,-5.3524804177545615
CVS,201801,78.69,83.88,72.87,183092047,8.537931034482755
CVS,201802,74.35,79.2042,71.77,52597363,-5.515313254543148
CVX,201302,117.15,117.89,113.5,73049651,
CVX,201303,118.82,121.56,115.95,114524831,1.4255228339735275
CVX,201304,122.01,122.01,114.12,132677484,2.6847332098973338
CVX,201305,122.75,127.4,120.05,155401302,0.6065076633062821
CVX,201306,118.34,124.12,116.02,123703369,-3.5926680244399156
CVX,201307,125.89,127.83,118.0,104645597,6.379922257900961
CVX,201308,120.43,126.66,117.22,114110785,-4.337119707681304
CVX,201309,121.5,126.43,119.01,102581731,0.8884829361454729
CVX,201310,119.96,122.01,114.44,141332858,-1.2674897119341615
CVX,201311,122.44,124.19,117.0,120673821,2.0673557852617575
CVX,201312,124.91,125.65,118.25,116222415,2.017314603070891
CVX,201401,111.63,125.32,111.11,131439474,-10.631654791449845
CVX,201402,115.33,116.74,109.27,144135671,3.3145211860610972
CVX,201403,118.91,119.62,113.68,131078311,3.104135957686637
CVX,201404,125.52,127.27,116.5,130406955,5.5588260028593055
CVX,201405,122.79,126.78,121.65,103891537,-2.1749521988527643
CVX,201406,130.55,133.57,121.72,132639426,6.31973287727014
CVX,201407,129.24,135.1,128.03,101776753,-1.0034469551895842
CVX,201408,129.45,129.53,124.58,91389355,0.16248839368614942
CVX,201409,119.32,129.38,118.66,130254256,-7.825415218230974
CVX,201410,119.95,120.17,106.65,197292781,0.5279919544083219
CVX,201411,108.87,119.97,108.43,130614528,-9.237182159233011
CVX,201412,112.18,114.82,100.15,221204464,3.0403233213924885
CVX,201501,102.53,113.0,98.88,209720368,-8.602246389730794
CVX,201502,106.68,112.93,102.97,148268031,4.047595825612022
CVX,201503,104.98,107.69,100.66,170304567,-1.593550806149234
CVX,201504,111.06,112.2,104.08,130040083,5.791579348447321
CVX,201505,103.0,110.8,102.38,132871511,-7.257338375652803
CVX,201506,96.47,103.75,96.22,158810147,-6.33980582524272
CVX,201507,88.48,96.67,88.01,184583617,-8.28236757541204
CVX,201508,80.99,87.33,69.58,287932715,-8.465189873417732
CVX,201509,78.88,80.47,74.31,246188944,-2.605259908630695
CVX,201510,90.88,91.98,77.31,224784494,15.212981744421908
CVX,201511,91.32,98.64,87.79,176699307,0.4841549295774623
CVX,201512,89.96,94.0,84.25,261445802,-1.4892685063512916
CVX,201601,86.47,90.11,75.33,280097927,-3.879502000889279
CVX,201602,83.44,89.84,79.85,234915063,-3.50410547010524
CVX,201603,95.4,97.91,83.37,214775113,14.333652924256961
CVX,201604,102.18,104.26,92.43,155689960,7.106918238993712
CVX,201605,101.0,103.85,98.52,130880061,-1.154824818946963
CVX,201606,104.83,105.0,98.77,152206922,3.7920792079207906
CVX,201607,102.48,107.58,99.85,134616888,-2.2417246971286793
CVX,201608,100.58,103.6,97.91,132676907,-1.854020296643253
CVX,201609,102.92,104.345,97.525,151321934,2.3265062636707134
CVX,201610,104.75,105.46,99.61,138659462,1.7780800621842192
CVX,201611,111.56,112.98,104.25,169980618,6.501193317422437
CVX,201612,117.7,119.0,112.21,134507514,5.5037647902474
CVX,201701,111.35,119.0,110.72,123831788,-5.395072217502131
CVX,201702,112.5,114.28,109.27,123282328,1.0327795240233548
CVX,201703,107.37,114.3932,105.82,164746761,-4.559999999999996
CVX,201704,106.7,110.67,103.83,101522576,-0.6240104312191503
CVX,201705,103.48,107.71,103.07,118563765,-3.0178069353327075
CVX,201706,104.33,108.49,102.55,126624810,0.8214147661383788
CVX,201707,109.19,110.0,102.55,105290041,4.658295792197833
CVX,201708,107.62,111.44,105.3,104762468,-1.4378606099459597
CVX,201709,117.5,118.33,107.51,109671387,9.180449730533354
CVX,201710,115.89,120.89,112.57,112233438,-1.3702127659574463
CVX,201711,118.99,119.15,113.9,101835764,2.6749503839848083
CVX,201712,125.19,126.2,118.52,105262175,5.210521892596019
CVX,201801,125.35,133.88,124.05,130294006,0.12780573528236808
CVX,201802,115.29,125.63,108.02,66393761,-8.02552852014359
CXO,201302,89.96,97.98,87.05,16788443,
CXO,201303,97.43,99.39,87.17,20569865,8.30369052912407
CXO,201304,86.13,97.62,78.58,24189069,-11.598070409524798
CXO,201305,83.66,85.93,78.74,32785866,-2.867758040171832
CXO,201306,83.72,89.5,83.14,25282004,0.0717188620607247
CXO,201307,89.69,92.94,83.44,19800968,7.130912565695173
CXO,201308,96.51,99.27,91.35,25756629,7.603969227338619
CXO,201309,108.81,110.37,96.19,17646363,12.744793285669875
CXO,201310,110.61,122.81,105.96,34461520,1.654259718775845
CXO,201311,103.93,114.41,99.99,27703509,-6.039236958683657
CXO,201312,108.0,108.91,97.21,20789554,3.916097373231976
CXO,201401,97.79,108.84,94.51,24839083,-9.453703703703697
CXO,201402,121.13,122.02,95.53,28171119,23.86747111156559
CXO,201403,122.5,125.15,114.59,23768630,1.1310162635185377
CXO,201404,130.45,135.33,120.568,22664784,6.489795918367338
CXO,201405,131.8,135.35,128.09,27012431,1.0348792640858742
CXO,201406,144.5,145.7,130.17,18719196,9.635811836115318
CXO,201407,140.8,148.61,139.76,19571244,-2.5605536332179852
CXO,201408,142.04,143.1,126.95,23411759,0.8806818181818045
CXO,201409,125.39,142.66,123.94,22979460,-11.722050126724861
CXO,201410,109.03,128.05,93.19,42954616,-13.047292447563603
CXO,201411,95.25,122.63,93.38,31537028,-12.638723287168672
CXO,201412,99.75,102.51,77.22,49270984,4.724409448818897
CXO,201501,110.85,113.865,91.26,41967027,11.127819548872175
CXO,201502,108.92,122.14,104.34,37791820,-1.741091565178162
CXO,201503,115.92,116.94,103.19,32692207,6.426735218508997
CXO,201504,126.66,128.82,116.02,24790524,9.26501035196687
CXO,201505,120.3,134.13,111.78,26098203,-5.02131691141639
CXO,201506,113.86,127.48,110.441,31251033,-5.35328345802161
CXO,201507,106.56,115.13,98.03,39321443,-6.411382399437904
CXO,201508,108.16,114.15,92.41,37192491,1.501501501501496
CXO,201509,98.3,109.36,94.78,32515503,-9.11612426035503
CXO,201510,115.91,117.9,94.83,41911777,17.914547304170906
CXO,201511,109.44,120.41,101.51,30338377,-5.581917004572513
CXO,201512,92.86,112.5,85.87,45053770,-15.149853801169588
CXO,201601,95.13,95.21,69.94,49901229,2.4445401679948264
CXO,201602,90.24,97.0,80.7,77554284,-5.140334279407128
CXO,201603,101.04,107.0,89.06,47578571,11.968085106382992
CXO,201604,116.17,122.53,95.87,32402217,14.974267616785426
CXO,201605,121.34,123.88,110.5,25973600,4.45037445123526
CXO,201606,119.27,130.03,114.94,29443789,-1.7059502225152525
CXO,201607,124.2,124.61,114.33,24343326,4.133478661859652
CXO,201608,129.2,137.4,117.8,38425992,4.025764895330101
CXO,201609,137.35,137.83,121.56,30720340,6.30804953560372
CXO,201610,126.94,143.6,126.1,24980126,-7.579177284310154
CXO,201611,143.02,143.66,123.88,37606963,12.667401922167965
CXO,201612,132.6,147.55,131.93,30155050,-7.285694308488335
CXO,201701,139.44,145.6,132.07,25014459,5.158371040723984
CXO,201702,132.45,144.33,130.45,30456097,-5.012908777969026
CXO,201703,128.34,135.79,122.65,30187835,-3.1030577576443834
CXO,201704,126.66,133.84,124.9,21120956,-1.3090229079008935
CXO,201705,126.78,136.93,124.57,30405720,0.09474182851729397
CXO,201706,121.53,128.005,112.73,33616145,-4.141031708471368
CXO,201707,130.26,134.03,118.23,21736004,7.1834115033325014
CXO,201708,110.97,131.28,106.73,33681247,-14.808843850760015
